code,label,营业收入(万元),营业成本(万元),营业利润(万元),利润总额(万元),所得税费用(万元),净利润(万元),基本每股收益,货币资金(万元),应收账款(万元),存货(万元),流动资产合计(万元),固定资产净额(万元),资产总计(万元),流动负债合计(万元),非流动负债合计(万元),负债合计(万元),所有者权益(或股东权益)合计(万元),期初现金及现金等价物余额(万元),经营活动产生的现金流量净额(万元),投资活动产生的现金流量净额(万元),筹资活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),期末现金及现金等价物余额(万元)
002379,1,"203,906","207,048","-40,584","-40,534","-5,872","-34,662",-0.37,"108,114","20,560","47,665","281,191","160,998","505,141","373,426",681,"374,107","131,034","73,158","-43,172","-52,422","70,810","-24,738","48,420"
002556,1,"943,572","889,534","15,319","17,722","4,147","13,575",0.29,"57,631","25,008","102,935","427,429","47,167","597,327","371,980","7,393","379,373","217,954","50,895","5,884","-44,568","19,495","-19,112","31,783"
000609,1,"61,867","36,219","15,919","15,945","4,365","11,580",0.40,"18,983",5,"40,072","158,527","4,155","187,564","52,956","5,928","58,884","128,679","57,421","2,502","-47,112","6,201","-38,438","18,983"
300095,1,"56,601","35,634","5,635","6,635",908,"5,727",0.17,"16,080","29,221","20,974","76,004","28,309","119,384","32,278",897,"33,175","86,209","14,304","10,637","-8,630","-1,137","1,009","15,312"
600704,1,"3,792,672","3,527,078","51,104","69,288","23,431","45,857",0.41,"332,326","97,342","1,641,065","2,453,000","143,343","3,031,942","1,921,463","381,775","2,303,238","728,704","274,426","-127,511","-35,812","136,393","-26,929","247,497"
603766,1,"699,353","555,132","86,861","95,030","13,057","81,973",0.95,"173,890","106,534","45,263","443,148","189,009","855,256","285,445","20,472","305,917","549,339","134,351","73,356","-86,094","-14,105","-26,815","107,537"
002298,1,"87,271","51,769","7,484","8,994","1,216","7,778",0.14,"45,118","106,057","83,483","258,736","74,336","509,549","157,700","40,504","198,204","311,345","26,493","24,463","-82,801","72,570","14,234","40,727"
000558,1,"371,736","312,458","19,358","21,049","8,299","12,750",0.06,"27,148","1,581","328,742","405,816","27,050","467,803","227,575","65,317","292,891","174,912","43,283","-11,990","1,437","-10,782","-21,335","21,948"
600091,-1,"2,134","2,083","-18,076","-16,146",--,"-16,146",-0.48,431,"1,290","37,273","44,770","1,385","121,529","62,861","29,957","92,818","28,711","4,173","-5,968",100,"2,126","-3,742",431
002245,1,"158,438","125,689","25,694","34,754","6,841","27,913",0.25,"16,607","31,432","22,531","158,473","68,849","248,780","29,974","27,412","57,386","191,394","9,278","35,935",-803,"-30,206","5,308","14,586"
000058,1,"68,134","56,094","10,970","11,176","3,309","7,867",0.06,"38,306","18,587","27,828","151,083","4,141","265,972","113,756","2,679","116,435","149,537","33,559","-42,793","8,278","39,161","4,646","38,206"
601908,1,"69,482","44,361",656,"11,893",99,"11,793",0.13,"40,645","31,609","75,259","185,719","249,589","540,038","110,550","51,871","162,421","377,617","50,249","-32,454","-16,364","22,716","-26,241","24,008"
600888,1,"532,875","499,242","-55,656","-52,214",705,"-52,919",-0.83,"149,589","34,370","117,111","394,213","369,091","880,390","313,047","247,410","560,457","319,933","55,778","38,609","-12,620","67,702","93,757","149,535"
600452,1,"126,863","111,187","5,529","8,874","1,678","7,196",0.45,"16,781",614,128,"17,953","43,507","83,612","30,938",123,"31,061","52,550","5,221","15,150","-1,285","-2,306","11,559","16,781"
601101,1,"685,985","564,722","18,365","18,038","-1,471","19,509",0.15,"64,078","41,335","53,178","267,526","278,525","1,425,435","360,117","229,523","589,640","835,795","141,632","17,143","-136,761","39,433","-80,527","61,105"
601339,1,"462,064","370,126","49,751","54,489","7,138","47,351",0.63,"107,011","33,430","261,524","617,334","270,464","1,020,097","337,812","28,631","366,443","653,654","39,455","-16,015","-26,851","88,702","45,693","85,148"
002277,1,"595,161","495,537","48,211","47,170","13,662","33,509",0.63,"120,005",352,"158,951","327,755","105,521","790,858","407,755","31,016","438,772","352,087","201,659","-22,550","-153,846","94,055","-82,341","119,318"
600878,-1
002276,1,"584,695","498,865","22,362","26,205","2,528","23,677",0.25,"79,044","195,845","40,460","355,751","66,570","467,797","163,799","31,171","194,970","272,826","63,378","24,794","-11,967","-6,425","6,378","69,756"
002587,1,"36,705","17,803","7,329","7,783",878,"6,905",0.30,"19,535","7,694","11,809","55,556","14,469","75,971","13,581",993,"14,575","61,397","41,706","1,844","-22,389","-1,685","-22,171","19,535"
002304,1,"1,467,221","577,741","600,951","603,071","152,267","450,804",4.19,"434,695",927,"1,009,702","1,619,131","636,224","2,875,772","872,136","30,726","902,862","1,972,910","785,485","271,180","-344,706","-277,115","-350,789","434,695"
600527,1,"164,383","144,854","3,312","4,212","1,120","3,093",0.04,"38,567","2,586","38,950","94,865","49,481","185,242","4,711","1,795","6,506","178,736","39,442","8,528","-3,334","-7,230","-2,037","37,405"
000627,1,"54,111","51,797","33,219","33,443","8,389","25,054",0.18,"6,164","5,222","13,612","33,915","32,326","240,921","42,704","19,846","62,550","178,372","3,894","-4,673","14,538","-8,245","1,620","5,514"
002033,1,"74,275","18,465","28,135","28,261","4,227","24,034",0.66,"125,194","2,039","1,381","132,457","89,998","261,313","22,756","34,150","56,906","204,407","50,124","30,388","-6,289","50,971","75,070","125,194"
600864,1,"116,651","86,459","12,042","12,371",-36,"12,407",0.20,"95,258","5,649","9,876","124,198","183,836","623,221","119,701","103,049","222,750","400,471","106,688","15,047","-23,964","-12,825","-21,744","84,944"
002437,1,"190,582","70,589","49,115","54,758","9,192","45,566",0.63,"107,115","10,805","16,345","153,425","81,105","492,235","143,926","38,090","182,016","310,219","82,992","67,404","-149,126","104,851","23,129","106,121"
300138,1,"120,718","107,023","1,172","2,918",850,"2,067",0.12,"13,450","8,114","53,276","90,453","46,372","150,821","44,499","5,470","49,969","100,852","8,304","27,296","-3,604","-18,665","5,146","13,450"
002505,1,"58,460","58,913",290,"2,284",391,"1,893",0.01,"285,870","3,179","26,098","524,155","52,300","657,732","22,763","52,467","75,230","582,502","27,529","-47,235","-226,882","510,758","236,641","264,170"
002533,1,"317,713","276,886","14,004","15,653","2,357","13,296",0.24,"69,247","66,963","40,208","207,137","49,759","286,626","66,799","6,002","72,801","213,825","59,901","11,127","-4,180","1,491","8,434","68,336"
002728,1,"34,475","19,240","9,030","9,303","1,283","8,019",0.94,"50,029","3,978","5,960","69,419","6,494","82,560","8,272",724,"8,996","73,564","16,280","5,735","-2,698","30,712","33,749","50,029"
600892,1,"7,400","6,473",107,206,54,151,0.02,"3,488",406,--,"5,663","1,156","15,839","12,962",380,"13,342","2,497","2,432","10,830","-1,256","-8,518","1,056","3,488"
600998,1,"4,106,840","3,815,298","64,154","75,338","18,511","56,827",0.36,"358,748","510,022","631,084","1,987,400","241,285","2,412,504","1,436,547","167,238","1,603,786","808,718","241,769","-17,168","-102,510","107,737","-11,941","229,829"
601958,1,"955,305","913,925","-1,036","3,798","1,031","2,767",0.01,"360,435","38,676","88,810","654,131","281,053","1,633,469","246,624","78,233","324,857","1,308,612","447,400","9,837","-69,715","18,322","-42,004","405,396"
300229,1,"29,008","5,237","8,245","10,774","1,180","9,594",0.45,"44,344","28,303",394,"74,999","11,862","156,791","12,258","2,978","15,236","141,555","47,392","12,037","-14,543",-622,"-3,128","44,264"
002431,1,"500,694","382,569","52,254","53,469","8,649","44,820",0.93,"66,345","186,714","482,869","770,924","53,732","936,229","485,792","145,935","631,727","304,502","70,317","-26,421","-26,840","43,424","-9,832","60,485"
002435,1,"122,788","107,986","5,549","5,703",890,"4,813",0.24,"21,351","10,378","24,441","79,645","41,427","136,978","51,260",0,"51,260","85,718","18,012","4,202","-6,378","4,225","2,049","20,061"
300276,1,"33,394","24,817","2,816","3,394",503,"2,891",0.12,"18,982","22,370","17,508","63,843","4,586","79,295","19,742","1,521","21,263","58,032","22,994","3,586","-4,681","-2,916","-4,011","18,982"
002473,1,"15,097","12,536","-1,083",-994,15,"-1,010",-0.06,"13,934","3,225","4,081","23,706","13,781","44,314","4,892",42,"4,935","39,379","16,210",-365,-233,"-1,694","-2,277","13,934"
002038,1,"124,295","37,243","78,048","81,242","11,137","70,105",1.52,"85,680","60,768","11,221","228,303","31,440","331,907","11,574","2,219","13,792","318,115","76,298","46,500","-28,700","-9,484","8,223","84,521"
600752,-1,0,0,"-1,287","-1,592",--,"-1,592",-0.05,0,20,173,334,"6,088","7,560","31,456","6,595","38,051","-30,491",0,-0,0,0,-0,0
300190,1,"65,059","42,133","11,236","11,327","1,453","9,873",0.59,"22,364","37,873","33,676","104,920","22,062","197,214","44,987","2,725","47,712","149,502","20,242","4,017","-15,978","12,176",214,"20,456"
002763,1,"165,388","47,072","17,782","18,118","4,839","13,280",0.82,"17,223","18,367","58,216","97,633","43,419","162,128","85,397","4,858","90,256","71,872","14,811","18,834","-4,350","-12,107","2,389","17,201"
002267,1,"532,246","435,538","60,656","60,873","9,303","51,571",0.49,"130,940","34,621","5,386","185,608","657,678","975,030","286,953","227,904","514,857","460,173","90,634","112,555","-66,641","-8,608","37,306","127,940"
600225,1,"254,767","112,107","21,962","23,810","19,384","4,426",0.02,"135,016","149,367","823,760","1,274,371","16,232","1,349,922","754,129","482,570","1,236,699","113,223","183,410","-147,584","6,689","-19,990","-160,885","22,525"
002694,1,"183,727","147,983","2,262","2,915","1,039","1,876",0.08,"33,555","46,137","31,265","143,555","73,281","239,257","119,146","12,872","132,018","107,239","33,158","-7,556","-13,811","13,872","-7,495","25,663"
002458,1,"84,192","76,437","-4,948","2,357",30,"2,327",0.08,"16,839","2,251","10,384","35,874","87,440","182,451","100,323","11,407","111,730","70,721","8,934","7,003","-17,831","17,275","6,447","15,381"
300226,1,"755,711","735,549",179,"1,159",-173,"1,333",0.12,"15,806",101,"27,998","127,353","23,114","158,138","61,941","11,131","73,071","85,067","19,441","-43,037","-4,008","43,410","-3,635","15,806"
002347,1,"37,304","25,037",76,885,43,842,0.04,"25,133","42,953","34,681","108,592","30,247","170,581","46,637","3,279","49,916","120,666","22,331","5,841","-5,926",428,343,"22,674"
002726,1,"354,651","324,768","10,255","11,249",898,"10,351",0.54,"31,676","16,053","50,344","112,001","46,142","174,008","20,796","1,745","22,541","151,467","8,305","4,490","-18,922","37,805","23,372","31,676"
002446,1,"52,597","36,379","5,170","5,638",925,"4,713",0.33,"25,975","33,613","12,816","84,090","14,156","151,908","28,568",236,"28,804","123,104","25,192","-3,563","-14,675","17,376",-855,"24,337"
002412,1,"73,742","21,204","13,718","13,963","2,010","11,953",0.40,"28,655","12,126","9,710","64,619","43,486","136,777","19,400","2,058","21,459","115,319","33,353","9,228","-6,380","-7,546","-4,698","28,655"
002320,1,"59,542","43,734","8,732","11,463","3,118","8,344",0.20,"52,355","3,418","1,124","57,408","128,689","220,009","12,666","10,182","22,848","197,161","65,703","20,372","-48,690","12,370","-15,948","49,755"
002083,1,"452,340","361,631","26,323","3,298","-4,216","7,513",0.08,"86,304","37,685","206,098","405,001","296,282","777,183","469,895","30,059","499,954","277,229","20,886","14,255","-60,326","54,729","8,647","29,533"
300356,1,"34,335","23,184","2,358","3,833",898,"2,934",0.28,"37,667","60,334","8,481","120,108","13,831","198,772","52,939","8,309","61,248","137,524","33,584","-1,197","2,799",271,"1,874","35,458"
601137,1,"285,349","253,025","6,567","7,974","1,040","6,935",0.32,"22,758","30,442","63,377","141,713","99,822","277,769","64,323","14,134","78,457","199,312","20,146","6,305","-22,252","18,739","2,571","22,717"
601678,1,"481,614","359,709","59,937","56,050","15,964","40,086",0.44,"44,801","17,732","18,494","139,996","400,842","732,712","150,745","98,643","249,388","483,324","54,512","74,263","-56,894","-27,092","-9,711","44,801"
600877,1,"135,960","119,708","-12,265","1,166",15,"1,151",0.02,"61,730","5,615","22,971","118,549","57,115","233,680","213,629","2,312","215,942","17,738","41,484","-7,816","48,905","-51,091","-10,232","31,252"
300172,1,"60,712","43,498","9,185","10,069","1,363","8,706",0.49,"45,963","32,867","7,646","97,756","5,170","132,573","35,175","2,181","37,356","95,217","44,241","7,524","-4,932","-1,362","1,230","45,471"
300083,1,"398,051","324,898","7,928","8,453","1,129","7,324",0.37,"21,406","66,928","70,918","204,999","129,354","376,244","215,080","11,807","226,887","149,357","47,103","-12,171","-68,626","55,145","-25,696","21,406"
300434,1,"17,283","10,457","3,666","3,689",478,"3,211",0.63,"11,689","1,280","5,790","22,868","2,193","28,726","6,515",52,"6,567","22,159","12,083","2,620","-1,966","-1,048",-394,"11,689"
601808,1,"3,372,019","2,346,250","838,492","852,249","100,231","752,018",1.57,"677,935","723,038","130,061","2,375,289","4,426,187","8,687,431","1,431,176","2,524,045","3,955,221","4,732,210","960,080","1,015,966","-1,243,833","-191,916","-416,861","543,219"
000063,1,"8,147,128","5,576,010","6,033","353,822","81,049","272,773",0.77,"1,811,587","2,515,296","1,959,230","8,222,551","734,829","10,621,420","6,592,473","1,399,696","7,992,169","2,629,250","2,011,827","251,264","-162,273","-372,625","-288,813","1,723,014"
600860,1,"180,633","162,148","-6,391","1,805",503,"1,301",0.05,"16,396","40,414","57,299","123,966","101,672","250,788","92,885","13,427","106,312","144,476","30,590","-10,790","8,765","-16,081","-18,043","12,546"
300174,1,"39,830","31,882","-1,148",539,-272,811,0.06,"4,678","5,849","7,751","23,386","29,932","60,634","9,922",829,"10,751","49,883","4,737","2,125","-1,797",-398,-59,"4,678"
300316,1,"59,178","32,795","10,738","12,304",983,"11,321",0.12,"25,229","29,647","37,550","126,246","40,442","236,284","37,213","6,005","43,218","193,066","72,220","-9,402","-38,472",-919,"-48,793","23,427"
002238,1,"131,569","83,073","21,888","22,261",463,"21,798",0.54,"124,675","3,889","1,178","133,396","82,358","303,778","54,661","4,960","59,621","244,157","92,569","67,000","-32,889","-5,104","29,007","121,576"
002433,1,"122,764","76,835","20,354","20,779","1,541","19,238",0.30,"67,694","23,714","144,823","278,203","72,595","449,331","56,788","15,088","71,876","377,455","29,207","-27,065","-70,180","135,732","38,487","67,694"
300032,1,"122,658","87,158","10,640","11,111","3,482","7,629",0.40,"12,739","58,103","43,498","151,660","76,736","320,321","118,776","13,753","132,529","187,792","3,854","8,965","-48,697","40,905","1,125","4,978"
601311,1,"516,719","396,398","74,948","79,882","11,217","68,664",0.79,"22,643","65,272","77,055","342,372","141,818","593,304","89,003","89,311","178,313","414,991","73,730","26,092","-53,439","-23,792","-51,087","22,643"
002269,1,"662,077","362,986","17,825","24,628","10,064","14,564",0.14,"140,746","23,454","143,564","368,549","186,453","698,674","247,494","87,527","335,021","363,653","106,957","132,217","-49,494","-50,085","32,638","139,595"
600076,1,"1,725","1,439","-2,427","-1,582",-92,"-1,490",-0.03,"2,819",302,"67,452","72,944",259,"78,379","42,119","11,508","53,627","24,752","6,553","-9,735",1,"6,000","-3,734","2,819"
600837,1,--,--,"1,021,779","1,042,039","230,137","811,902",0.80,"8,608,808","438,435",--,--,"104,335","35,262,215",--,--,"28,035,795","7,226,420","5,833,804","878,395","-1,229,428","4,557,304","4,213,122","10,046,926"
300133,1,"191,607","114,150","42,268","52,214","11,556","40,657",0.62,"61,618","113,837","99,189","309,694","4,967","502,355","121,093","43,230","164,324","338,031","41,802","20,443","-95,375","93,185","18,253","60,055"
002317,1,"130,852","51,741","24,080","24,826","3,228","21,598",0.62,"24,105","27,197","13,772","146,320","47,826","230,637","36,492","4,270","40,763","189,875","32,733","10,060","-22,511","3,396","-9,056","23,677"
002070,1,"126,018","103,049","-1,538","1,268",505,763,0.02,"10,593","61,419","56,573","144,280","71,802","293,658","149,268","53,236","202,505","91,153","11,872","11,384","-23,602","4,266","-7,958","3,914"
300260,1,"42,211","32,088",696,704,200,504,0.09,"11,778","14,280","27,999","58,305","27,496","94,988","28,716",46,"28,763","66,226","14,263","-1,909","-3,282","1,753","-3,432","10,831"
002598,1,"55,463","36,829","8,178","8,628","1,023","7,605",0.24,"17,736","16,943","20,904","66,681","23,075","99,338","23,279","2,927","26,206","73,132","8,870","5,847","11,175","-6,240","10,779","19,649"
