code,label,基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%)
002682,1,0.10,--,--,"226,175","26,745","2,625","1,032","3,631","6,256","2,060",773,"22,573",679,"302,058","141,720","175,174","142,318","105,590",1.92,1.13,11.83,1.14,2.80,1.16,87.62,1.51,1.95,284.30,46.60,19.58,12.38,10.54,74.54,427.51,1.00,0.88,31.52,376.28,57.99,-4.29,42.01,0.85,156.50,138.06,123.86,1.98,59.27,126.37,114.19,172.68,26.84,14.38,-63.08,2.33,2.49,8.89,40.50,9.81,2.90,0.76,36.68,474.93,1.63,220.85,0.10,0.07,6.62,0.13,15.86
300320,1,0.62,5.37,0.20,"83,697","22,567","10,670",1,-30,"10,640","8,197","7,851","2,652","-1,077","103,642","66,859","30,349","29,613","71,574",12.01,8.25,26.96,9.28,14.71,12.75,72.57,10.22,11.45,126.43,23.00,16.27,27.43,13.39,-0.27,212.09,2.26,1.83,34.52,"2,671.41",29.28,--,70.72,--,217.30,41.41,--,--,80.24,50.19,40.40,--,32.54,30.17,25.15,11.20,28.37,2.30,156.69,5.27,3.22,0.91,68.33,396.52,1.39,258.70,0.03,0.03,0.31,0.09,8.96
002430,1,0.16,--,--,"593,382","101,654","17,159",22,"7,071","24,231","13,544","6,613","13,975","-29,760","940,175","429,316","545,848","339,241","353,896",3.93,1.73,17.13,1.68,4.25,2.89,82.38,2.75,3.83,148.92,31.41,13.17,17.62,13.21,29.27,419.53,1.27,1.01,14.52,262.79,58.06,1.82,41.94,17.47,98.53,138.42,91.45,29.41,78.82,129.55,127.69,181.10,42.57,7.83,-39.07,7.18,-5.84,3.68,97.72,5.48,1.61,0.61,65.67,588.04,1.28,281.23,0.02,0.01,0.86,0.03,4.12
002503,1,0.19,--,--,"198,277","71,390","26,873","1,712",590,"27,464","19,397","18,290","19,960","-11,677","366,986","234,159","134,510","65,151","230,747",8.69,5.38,36.00,5.96,16.10,13.55,63.43,9.95,8.41,26.38,11.77,7.45,36.57,22.01,8.38,259.90,3.59,2.62,61.62,768.72,36.65,--,63.35,--,573.95,57.86,--,--,84.16,57.14,28.02,--,11.04,51.84,60.41,7.29,24.47,4.05,89.00,2.00,5.07,0.60,180.05,600.80,0.88,409.00,0.10,0.05,1.01,0.15,30.64
002210,1,0.37,--,--,"3,211,906","15,732","16,640","-1,093",325,"16,965","14,779","14,097","31,276","-76,384","1,705,674","1,689,033","1,624,832","1,624,761","80,457",19.78,0.87,0.49,1.00,0.53,0.52,99.49,0.46,18.37,47.57,23.41,1.11,0.51,-0.13,-4.53,92.73,1.04,1.03,64.89,-51.95,95.26,--,4.74,--,"2,127.82","2,009.90",--,--,47.89,20.58,"2,009.81",--,0.22,7.60,33.42,15.13,34.96,28.86,12.47,248.99,741.38,2.16,1.45,166.41,2.19,164.41,0.01,0.02,2.11,0.02,1.92
002414,1,0.11,--,--,"63,235","28,359","2,813",366,"3,889","6,702","6,340","5,071","5,326","-4,116","333,769","180,499","85,010","42,393","248,759",2.58,1.90,44.85,2.16,11.90,4.45,54.62,10.03,2.55,30.49,7.35,5.48,45.38,33.94,63.49,423.12,4.26,2.68,101.67,"-3,006.13",25.47,--,74.53,--,349.23,34.17,--,--,85.63,61.61,17.04,--,21.34,58.89,-6.72,2.12,32.44,1.27,282.71,0.53,0.96,0.22,674.92,"1,667.44",0.37,972.18,0.08,0.02,0.84,0.06,12.56
600531,1,0.04,--,--,"1,097,522","18,628","-10,855","27,743","14,723","3,867","1,251","-4,946","131,137","-3,705","743,487","474,300","599,799","473,010","136,626",0.92,0.17,1.70,0.16,0.34,-0.99,98.06,0.12,0.92,244.73,50.29,9.72,1.94,4.75,"1,098.06",481.67,1.00,0.36,17.57,109.75,80.67,79.01,19.33,13.71,66.59,417.43,109.59,41.50,75.25,187.34,400.14,125.50,29.02,23.61,-53.15,0.17,-15.24,193.82,1.86,3.11,4.99,1.35,115.82,265.80,2.03,177.10,0.12,0.18,103.50,0.22,27.72
300282,1,0.12,10.59,0.15,"82,377","14,016","3,289",--,-48,"3,242","1,116","1,367","1,927","1,564","207,071","91,110","69,048","63,483","134,752",3.88,1.06,17.01,1.83,4.10,3.99,82.29,2.65,0.83,76.38,7.04,4.69,17.71,12.99,-1.47,432.39,1.44,1.19,35.08,"1,765.53",33.35,--,66.65,--,716.75,50.03,--,--,71.88,84.02,45.99,--,9.30,580.17,--,385.47,541.04,4.25,84.68,6.81,8.14,0.69,52.88,523.03,1.45,247.76,0.02,0.01,0.88,0.03,3.04
601179,1,0.13,--,--,"1,386,968","344,615","78,655","11,326","3,636","82,292","68,413","64,249",277,"-161,108","3,090,515","2,266,464","1,209,718","1,080,968","1,802,589",3.83,2.14,23.36,2.09,6.20,5.67,75.87,4.77,3.80,81.91,22.32,13.59,24.13,19.10,18.18,393.72,2.10,1.70,76.06,"-1,280.34",39.14,0.00,60.86,0.07,367.78,64.32,43.76,0.12,59.11,43.81,57.59,271.97,16.55,6.27,120.43,2.08,-4.90,2.02,177.88,2.17,2.73,0.44,165.83,822.86,0.59,611.31,0.00,0.00,0.00,0.00,0.03
300262,1,0.28,2.25,0.52,"35,072","13,681","9,500","2,429",429,"9,929","7,528","7,206","13,874",771,"118,969","82,243","58,191","54,503","60,001",13.33,6.31,39.01,6.46,35.27,27.09,59.73,21.41,12.55,32.66,14.34,7.32,40.27,19.26,28.79,137.79,1.51,1.50,94.09,594.96,48.91,0.10,51.09,2.35,713.02,95.74,57.77,4.40,87.64,60.43,94.28,201.67,7.16,-22.23,17.47,14.31,4.85,2.32,155.41,32.65,4.12,0.30,11.03,"1,192.84",0.49,729.78,0.40,0.12,1.85,0.24,25.46
300154,1,0.50,6.70,0.42,"68,144","19,588","12,421",806,661,"13,082","11,226","10,643","9,366","9,327","175,893","160,706","25,097","24,713","149,717",7.69,6.26,28.74,6.45,23.94,18.23,70.64,16.17,7.50,67.03,9.93,8.52,29.36,8.94,11.22,149.73,6.50,5.59,480.95,-256.99,14.27,--,85.73,--,"1,513.66",16.64,--,--,71.55,10.07,16.39,--,5.66,-0.68,21.78,4.54,6.10,9.42,38.20,2.42,6.63,0.40,148.83,902.48,0.44,820.98,0.14,0.05,0.85,0.37,37.90
000789,1,1.34,--,--,"668,276","177,676","99,061","1,323","10,046","109,106","54,993","54,387","99,763","6,743","883,661","294,685","463,303","310,030","251,028",23.95,9.91,26.59,10.50,19.25,14.82,72.76,13.11,21.91,827.23,80.47,38.28,27.24,11.41,10.42,162.85,0.95,0.82,36.66,665.46,52.43,-0.05,47.57,0.09,91.00,110.22,139.85,0.19,64.82,140.11,73.94,264.32,52.28,8.15,25.51,18.46,12.63,13.50,26.67,12.30,1.56,0.80,29.28,449.33,2.47,145.73,0.15,0.11,1.14,0.22,32.18
600226,1,0.13,--,--,"101,010","13,799","12,727","22,740",740,"13,467","13,988","10,265","6,919","11,029","223,588","87,170","81,658","48,407","140,913",9.71,6.02,13.66,5.89,12.63,12.60,85.94,13.32,9.93,93.69,72.28,45.88,14.06,19.21,174.35,102.47,1.80,1.32,45.19,720.58,36.52,--,63.48,--,198.86,57.53,--,--,44.47,96.12,34.11,--,31.92,-24.84,75.01,-2.10,-4.19,10.51,34.27,3.42,1.31,0.44,105.19,814.30,1.10,326.89,0.07,0.03,0.51,0.08,14.29
000046,1,0.34,--,--,"606,247","241,499","228,086",943,"1,800","229,886","155,869","106,242","72,778","552,370","7,088,911","5,951,731","5,837,406","3,098,256","927,398",14.44,2.35,36.13,2.98,39.76,37.62,43.47,27.45,16.81,42.62,15.52,2.74,56.53,31.50,1.19,95.27,1.92,0.73,37.03,767.30,82.35,0.85,17.65,34.36,"2,249.71",466.43,30.84,66.06,66.69,90.87,442.21,128.03,0.78,2.10,41.16,29.68,74.01,4.66,77.30,0.08,17.56,0.11,"4,597.70","3,314.92",0.12,"2,924.45",0.12,0.01,0.44,0.01,2.35
000966,1,1.25,--,--,"659,582","152,101","97,011","5,590","-1,473","95,538","69,025","68,977","208,520","-2,183","1,039,258","129,463","786,306","520,576","228,093",34.30,7.59,23.06,7.32,17.18,14.71,76.10,11.97,30.26,"1,391.31",304.79,74.19,--,7.37,4.31,159.20,0.25,0.16,0.99,336.80,75.66,-0.66,24.34,24.78,34.49,310.85,178.23,50.45,51.45,359.67,307.61,128.37,70.56,-12.93,120.10,14.28,-6.90,9.25,38.91,11.48,0.89,0.61,31.36,588.24,4.22,85.27,0.32,0.20,2.64,0.27,40.06
000020,1,0.03,--,--,"69,484","9,519",475,98,590,"1,064",769,232,"11,949","-2,831","116,274","88,771","88,139","29,332","28,135",2.77,0.66,13.70,0.81,1.54,0.68,85.49,1.11,2.73,54.01,54.35,13.15,14.51,13.02,64.65,894.30,3.03,2.92,9.83,126.75,75.80,0.98,24.20,50.34,150.43,313.27,31.73,67.54,56.29,97.75,312.29,126.89,16.09,10.85,--,2.81,58.99,5.06,71.16,15.23,3.61,0.73,23.64,490.66,1.05,344.23,0.17,0.10,15.54,0.14,40.74
600222,1,0.06,--,--,"125,423","24,498","6,421",246,97,"6,518","3,203","3,052","8,954","19,341","229,171","145,009","110,555","96,007","106,443",3.04,2.19,19.53,2.36,5.47,5.12,80.11,4.00,3.01,67.74,28.36,14.68,19.89,14.55,5.26,375.87,1.51,1.31,68.49,245.08,48.24,0.24,51.76,5.24,180.62,93.20,64.43,9.19,69.64,70.95,91.06,204.47,28.66,-3.87,-2.96,8.58,17.31,4.58,78.65,5.91,2.04,0.59,60.89,609.24,0.95,378.15,0.07,0.04,1.78,0.08,9.33
002165,1,0.17,--,--,"213,040","36,693","12,533",-96,485,"13,018","9,355","8,975","23,538","-2,628","178,516","95,234","74,919","69,393","101,095",9.57,5.60,17.22,5.53,6.50,5.88,82.50,4.70,9.25,64.08,33.49,19.43,17.50,11.18,2.99,281.87,1.37,1.02,20.22,586.04,41.97,0.08,58.03,1.12,146.77,72.32,78.87,1.89,74.09,80.39,68.91,238.23,39.54,11.18,121.47,4.24,-2.66,6.94,51.90,7.39,3.02,1.18,48.71,305.78,2.18,164.84,0.11,0.13,2.35,0.31,33.92
002691,1,0.12,--,--,"28,010","14,108","2,419",--,514,"2,933","2,404","1,967","-2,601","3,811","100,462","71,847","15,766","12,989","84,696",2.88,2.39,50.37,2.49,12.20,8.63,48.49,8.58,2.84,43.11,10.18,8.58,51.51,36.18,17.54,481.01,5.53,3.50,109.46,"-6,045.30",15.69,--,84.31,--,422.08,18.61,--,--,76.34,33.79,15.34,--,19.97,-8.69,-35.89,2.80,8.50,1.18,305.21,0.52,2.05,0.29,692.17,"1,240.52",0.37,960.51,-0.09,-0.03,-1.08,-0.17,-20.02
000758,1,0.27,--,--,"1,822,380","156,047","37,555","9,366","7,379","44,935","26,562","20,323","56,572","46,098","1,928,425","1,163,511","1,278,556","1,065,623","455,937",6.01,1.66,8.56,1.77,2.52,2.06,90.98,1.76,5.83,208.12,31.53,10.63,9.02,6.37,37.27,347.28,1.09,0.78,18.99,211.21,66.30,0.92,33.70,4.69,218.75,196.74,103.33,12.21,63.21,117.70,177.88,155.32,15.41,2.00,84.75,3.44,14.02,8.55,42.11,5.08,6.10,1.01,70.84,357.53,1.68,214.91,0.03,0.03,1.77,0.04,5.31
002249,1,0.39,--,--,"444,331","95,925","36,545",-464,"3,838","40,383","29,688","27,359","54,051","-95,181","629,514","407,599","247,473","222,237","357,910",9.79,5.37,21.59,6.22,10.01,8.22,77.90,7.61,8.29,98.97,22.05,13.38,22.10,12.35,8.35,237.54,1.83,1.38,35.01,"-1,418.65",39.31,0.00,60.69,0.06,389.49,64.78,58.03,0.10,66.05,58.09,58.28,270.55,15.58,35.75,50.13,38.28,37.31,6.89,52.24,4.11,5.20,0.82,87.50,440.74,1.19,302.17,0.12,0.09,1.60,0.22,24.32
300378,1,0.42,7.43,-0.01,"105,319","84,158","5,385",-185,"2,924","8,309","6,325","5,744",-89,"42,545","147,581","125,019","32,906","32,786","114,670",5.73,4.27,79.91,5.08,8.92,5.11,19.54,5.98,5.52,70.56,9.50,7.38,80.46,68.38,32.97,"1,012.89",3.81,3.79,249.27,-343.65,22.30,--,77.70,--,"1,342.89",28.70,--,--,65.00,19.67,28.59,--,5.79,-0.57,-34.84,82.10,46.75,3.35,107.39,26.67,11.77,0.85,13.50,424.13,1.04,346.79,-0.00,-0.00,-0.01,-0.00,-0.27
601199,1,0.76,--,--,"74,940","40,052","23,926","1,536",-249,"23,678","17,729","17,265","38,540","4,272","337,424","167,255","139,617","124,006","197,807",9.29,5.25,53.45,5.54,47.97,31.93,44.53,23.66,8.96,323.64,38.25,22.43,55.47,19.31,5.44,169.16,1.35,1.17,91.91,-866.15,41.38,--,58.62,--,151.74,70.58,--,--,69.23,86.03,62.69,--,38.63,27.98,21.76,7.46,11.70,48.12,7.48,1.77,0.58,0.23,203.18,"1,535.84",0.49,735.14,0.51,0.11,2.17,0.28,31.08
002725,1,0.96,--,--,"83,264","19,491","10,642",265,216,"10,858","9,393","8,945",-247,"13,551","105,199","55,111","18,127","17,898","87,072",11.54,8.93,23.41,10.94,14.95,12.78,75.96,11.28,10.79,226.26,25.99,21.51,24.04,10.67,4.43,179.50,3.08,2.41,138.57,"-3,591.49",17.23,0.00,82.77,0.00,239.53,20.82,57.52,0.00,73.31,57.52,20.56,527.71,34.55,-0.97,-8.65,82.46,58.10,6.59,54.60,6.23,3.31,0.97,57.75,371.25,1.89,190.33,-0.00,-0.00,-0.03,-0.01,-1.38
300006,1,0.05,4.93,-0.24,"91,180","28,803",474,-5,160,634,928,794,"-4,938","-26,156","224,390","72,829","122,695","105,226","99,408",0.87,0.50,31.59,0.51,0.70,0.52,68.05,1.24,0.93,119.84,23.78,10.78,--,30.62,24.49,"4,541.02",0.69,0.43,13.95,113.68,54.68,-0.35,45.32,5.01,106.18,120.65,134.21,9.95,80.60,149.04,114.52,180.08,42.68,20.11,-82.16,-9.66,2.83,4.77,75.54,2.79,1.38,0.41,129.04,873.79,1.11,324.32,-0.05,-0.02,-4.38,-0.04,-4.69
300407,1,1.40,10.77,0.65,"34,150","16,473","7,542",686,"1,130","8,672","7,339","6,834","4,387","25,844","108,139","82,976","34,483","32,510","73,203",19.18,6.84,48.24,8.32,33.33,22.09,50.10,21.65,10.03,126.58,11.69,7.96,49.90,24.43,20.94,189.95,2.55,2.11,127.25,"3,397.98",31.89,--,68.11,--,746.98,46.82,--,--,89.05,34.16,44.14,--,9.12,15.37,7.87,127.11,55.12,1.66,216.78,1.29,6.19,0.38,278.31,937.50,0.52,698.49,0.13,0.04,0.59,0.13,13.50
002626,1,0.68,--,--,"83,825","35,056","22,322","1,401",739,"23,061","19,454","17,636","16,138","15,298","156,895","98,370","14,765","12,088","142,182",14.20,12.38,41.82,13.04,36.87,26.63,57.57,23.17,13.68,160.90,32.60,29.53,42.43,16.43,9.28,152.01,8.14,6.99,517.83,"-2,759.24",9.41,--,90.59,--,264.07,10.39,--,--,66.66,41.18,8.50,--,34.30,25.08,90.60,7.91,11.33,7.48,48.11,4.07,1.91,0.56,88.51,639.55,0.91,395.26,0.19,0.10,0.83,1.09,133.51
002118,1,0.09,--,--,"77,571","42,213","1,628",920,"2,980","4,608","4,719","2,237",462,"2,249","405,242","294,103","205,701","180,273","199,317",2.40,1.16,54.42,1.20,6.16,2.10,44.85,6.05,2.37,46.73,12.01,5.92,55.15,50.89,84.63,916.12,1.63,0.54,7.44,133.62,50.76,0.18,49.24,4.92,293.82,103.09,50.63,9.09,77.89,55.70,100.34,194.16,16.76,63.42,-6.97,2.54,7.26,1.84,195.60,0.18,1.24,0.20,"1,959.72","1,817.26",0.28,"1,304.35",0.01,0.00,0.10,0.00,0.26
002715,1,0.21,--,--,"29,607","8,140","1,809",19,411,"2,220","1,862","1,515",482,189,"70,530","38,553","20,481","19,881","50,049",4.05,2.64,27.50,2.71,8.01,6.11,71.79,6.29,3.72,154.50,28.40,20.15,28.21,21.10,19.38,366.71,1.94,1.20,38.94,253.25,29.04,--,70.96,--,204.00,40.92,--,--,66.51,63.89,39.72,--,34.78,-2.43,-44.98,74.98,5.64,2.47,145.58,1.56,1.44,0.43,230.78,834.69,0.79,456.97,0.02,0.01,0.26,0.02,2.42
300406,1,2.02,7.93,1.26,"50,827","35,558","23,803",0,823,"24,626","21,064","20,364","15,694","45,700","104,447","96,843","5,744","4,912","98,703",33.35,20.17,69.96,26.91,92.39,46.83,28.68,41.44,21.34,198.83,25.07,23.69,71.32,22.40,3.34,144.39,19.71,18.03,"1,312.20","-8,327.10",5.50,0.00,94.50,0.00,"1,453.82",5.82,7.70,0.00,64.87,7.70,4.98,"2,118.62",6.50,14.32,16.61,107.23,100.52,2.81,127.97,1.99,6.97,0.65,180.81,554.36,0.72,497.65,0.31,0.15,0.75,2.73,319.47
002532,1,0.27,--,--,"114,531","28,758","8,680","2,841","2,012","10,691","8,770","8,084","18,849","10,818","150,431","60,837","35,265","34,275","108,611",8.38,6.21,25.11,6.39,10.20,7.58,74.40,8.15,8.07,74.45,20.69,15.84,25.60,16.64,45.38,268.99,1.78,1.13,60.11,"-5,060.70",23.44,--,76.56,--,220.80,30.62,--,--,78.26,77.80,29.76,--,34.67,1.69,-24.08,7.61,6.12,13.91,25.89,3.69,2.22,0.78,97.66,459.18,1.99,180.97,0.16,0.13,2.02,0.53,54.99
600236,1,0.26,--,--,"570,338","224,773","109,381","-3,835","5,066","114,447","59,281","62,363","321,806","67,134","2,214,229","270,703","1,632,547","330,722","391,324",16.14,4.29,39.41,4.31,25.08,19.18,59.35,16.67,15.15,560.52,219.75,57.73,40.65,19.41,1.08,196.40,0.82,0.76,51.77,233.36,73.73,-18.82,26.27,51.01,34.14,280.66,113.58,66.01,59.02,334.12,251.03,150.12,76.96,15.36,176.08,14.14,0.98,9.60,37.49,16.23,0.34,0.26,22.18,"1,391.04",2.38,151.43,0.56,0.15,3.39,0.20,97.30
002389,1,0.09,--,--,"69,962","16,474","6,507",252,549,"7,056","4,865","4,361","14,713",294,"283,889","79,753","67,131","64,707","212,141",2.80,1.92,23.55,2.36,11.20,9.30,76.25,7.81,2.29,64.95,17.42,13.30,23.75,13.62,11.35,233.48,1.23,1.01,26.06,"-14,602.35",23.65,--,76.35,--,344.38,30.97,--,--,66.09,94.18,29.85,--,22.17,58.30,49.77,39.66,58.97,4.08,88.21,4.65,1.30,0.30,77.45,"1,189.69",0.84,426.74,0.21,0.05,2.69,0.22,22.74
600981,1,0.03,--,--,"923,203","33,402","4,311","5,975",319,"4,630","1,713","-2,347","-32,727","-8,419","493,562","438,996","388,937","387,536","95,625",1.84,0.41,3.62,0.44,0.50,0.47,96.21,0.22,1.79,42.93,21.18,4.49,3.79,3.71,135.93,721.34,1.13,0.65,13.30,161.18,78.80,--,21.20,--,454.38,371.74,--,--,53.35,52.15,370.40,--,4.67,7.78,-46.08,2.76,14.58,8.46,42.55,5.76,38.88,2.00,62.50,180.23,2.28,157.95,-0.04,-0.07,-16.15,-0.08,-8.44
600864,1,0.20,--,--,"116,651","29,260","12,042","2,799",328,"12,371","10,827","7,127","15,047","-21,744","623,221","124,198","222,750","119,701","386,682",2.53,1.99,25.08,1.80,11.51,10.32,74.12,10.64,2.80,215.99,29.47,18.94,25.88,17.18,25.28,236.53,1.04,0.96,79.58,"2,518.91",35.74,0.33,64.26,0.24,217.67,55.62,124.14,0.37,63.53,124.61,30.26,504.89,29.52,-2.09,-59.71,-16.24,-17.15,16.41,21.94,8.39,0.66,0.17,42.92,"2,122.64",0.85,424.03,0.13,0.02,1.21,0.07,12.57
002496,1,0.63,--,--,"242,907","61,249","24,155",784,288,"24,443","20,127","19,763","14,838","-4,754","462,354","202,112","230,151","225,454","202,837",10.45,4.24,25.22,4.64,11.19,9.94,74.68,8.06,9.92,223.96,30.72,15.43,25.32,15.14,4.39,250.58,0.90,0.53,21.95,607.51,49.78,--,50.22,--,158.47,99.12,--,--,73.90,112.08,97.09,--,31.69,16.45,20.09,13.79,21.30,5.66,63.56,2.51,1.93,0.58,143.60,625.11,1.23,292.28,0.06,0.03,0.76,0.06,6.58
002065,1,0.70,--,--,"517,105","181,241","108,133","1,128","4,351","112,484","103,865","101,714","-1,514","-20,139","792,396","582,152","162,897","143,610","628,790",20.74,13.11,35.05,14.91,27.69,20.91,64.71,20.09,16.52,89.60,21.56,17.13,35.29,13.60,4.87,161.13,4.05,3.23,76.35,"14,702.84",20.56,--,79.44,--,"1,183.92",25.88,--,--,62.52,33.40,22.81,--,6.71,16.92,34.74,69.47,31.85,2.17,166.03,2.73,10.01,0.74,131.81,485.04,0.97,372.98,-0.00,-0.00,-0.01,-0.01,-1.05
300126,1,0.20,3.38,0.11,"67,387","13,809","6,097",--,"1,022","7,118","6,208","5,283","3,265","23,021","123,820","92,899","18,975","18,435","103,905",6.16,5.02,20.49,5.21,11.65,9.05,79.14,9.23,5.98,44.71,13.10,11.10,20.86,11.17,14.35,194.00,5.04,4.38,307.44,-372.91,15.32,--,84.68,--,561.68,18.10,--,--,71.29,29.49,17.58,--,15.08,12.23,-0.99,5.56,7.82,4.93,72.98,4.22,4.00,0.56,85.23,637.51,0.75,480.19,0.05,0.03,0.52,0.17,17.71
000908,1,0.55,--,--,"195,743","163,717","29,359",104,"1,250","30,609","25,103","24,107","20,593","6,878","191,380","107,120","91,976","79,785","98,119",27.86,13.45,83.64,22.88,18.48,15.00,14.77,13.15,25.58,52.46,38.97,20.24,85.23,68.25,4.42,534.86,1.34,1.18,26.89,"1,183.19",48.06,0.20,51.94,2.93,370.35,92.53,80.24,5.33,67.38,84.77,85.90,220.67,14.02,"1,069.96","7,432.06","18,624.95",468.26,9.01,39.97,3.57,11.09,1.74,100.76,206.96,3.18,113.26,0.11,0.11,0.80,0.22,25.81
002036,1,0.06,--,--,"40,236","6,558","1,139",36,"1,245","2,383","1,287",601,"2,322",-901,"91,207","46,880","12,438","12,224","61,155",3.40,1.67,16.30,1.81,6.12,2.83,83.15,3.80,2.11,74.80,24.77,21.39,16.85,13.13,53.75,275.14,3.84,2.56,62.83,444.29,13.64,--,86.36,--,327.89,15.79,--,--,57.19,56.27,15.52,--,26.34,-6.28,-27.44,52.27,17.88,4.24,84.98,2.10,1.63,0.48,171.78,754.24,0.93,387.31,0.06,0.03,1.52,0.19,18.99
000685,1,0.96,--,--,"115,487","41,678","81,842","68,555",-144,"81,698","74,799","72,589","37,997","17,150","995,541","165,067","231,947","51,674","747,431",10.41,7.80,36.09,8.55,79.85,70.87,62.17,67.21,10.01,270.09,27.54,21.13,37.83,24.69,83.74,51.01,3.19,3.12,132.71,"1,143.24",23.30,--,76.70,--,459.39,30.38,--,--,55.61,108.76,6.77,--,16.70,33.13,27.28,15.94,21.33,23.04,15.63,22.54,0.70,0.13,15.97,"2,830.19",0.95,379.63,0.33,0.04,0.49,0.16,73.53
600151,1,0.02,--,--,"378,681","67,373","4,690","21,300","2,530","7,220","2,239",-325,"27,205","-11,515","873,684","355,575","494,295","310,932","374,569",0.60,0.55,17.79,0.58,1.95,1.24,81.67,1.27,0.60,60.94,20.08,8.72,18.33,15.37,330.06,933.18,1.14,0.95,23.93,144.88,56.58,3.61,43.42,18.42,151.29,130.29,95.88,29.79,77.84,136.56,124.39,180.38,28.70,12.74,-74.42,-0.15,11.70,3.38,106.36,4.46,1.50,0.46,80.67,787.06,1.04,345.89,0.07,0.03,5.67,0.06,8.75
002029,1,0.38,--,--,"239,103","104,458","28,362","6,932","6,519","34,881","28,871","17,590","76,688","-39,739","691,597","522,447","203,070","197,745","481,475",6.17,4.26,43.69,4.28,17.70,11.86,55.26,12.31,6.00,61.68,9.54,6.74,44.74,26.13,38.56,299.47,2.64,2.27,108.37,-425.06,29.36,--,70.64,--,"1,205.97",41.57,--,--,70.23,34.62,40.48,--,5.86,-13.79,-22.01,5.30,1.00,6.50,55.37,1.89,6.55,0.35,190.73,"1,036.27",0.46,790.86,0.32,0.11,2.61,0.38,38.78
600744,1,-0.25,--,--,"621,043","75,988","-21,519","2,078","2,473","-19,046","-17,468","-28,996","146,745",-599,"1,539,121","470,263","1,398,334","550,788","127,646",-12.81,-1.38,12.24,-1.33,-3.08,-3.47,87.07,-3.43,-13.68,717.77,362.81,33.19,12.93,11.68,-23.89,-398.97,0.85,0.70,8.09,67.29,90.85,-9.09,9.15,47.56,16.22,993.22,122.47,83.87,62.00,759.20,911.15,112.84,56.40,-16.70,"-3,568.62",-28.39,-7.00,5.04,71.40,6.68,0.72,0.39,53.92,925.69,1.47,244.93,0.24,0.10,--,0.10,26.64
600250,1,0.06,--,--,"279,166","11,434",569,"8,482","1,000","1,570","1,591","-3,818","24,909","-9,549","201,784","100,224","167,619","166,875","37,871",4.13,0.63,4.10,0.53,0.55,0.20,95.79,0.46,4.20,75.35,57.05,9.66,4.21,7.17,604.14,728.46,0.60,0.56,35.01,119.34,83.07,--,16.93,--,160.25,490.62,--,--,53.92,297.26,488.44,--,10.57,-45.96,-89.86,-5.53,-27.07,13.52,26.62,19.77,11.84,1.17,18.21,308.51,2.09,171.85,0.09,0.12,19.58,0.15,14.93
002543,1,0.61,--,--,"397,772","115,531","30,022","2,199","1,214","31,236","26,689","25,668","20,725","-23,446","375,620","238,911","117,573","110,232","258,048",10.20,7.11,29.04,7.30,8.46,7.55,70.29,6.71,10.34,130.14,22.19,15.24,29.71,21.86,10.92,369.87,2.17,1.44,48.81,"-1,783.78",31.30,--,68.70,--,370.76,45.56,--,--,69.48,52.98,42.72,--,18.53,7.72,7.55,1.79,5.58,10.60,33.95,3.74,5.70,1.09,96.29,330.97,1.66,216.95,0.05,0.06,0.78,0.18,18.80
600185,1,0.54,--,--,"146,630","35,253","37,574","26,545",176,"37,750","31,316","10,004","-114,533","96,620","1,851,876","1,653,529","1,519,590","889,443","328,587",10.22,1.69,24.04,1.83,27.83,25.63,66.90,21.34,9.53,59.20,10.29,1.85,33.10,16.55,70.78,93.39,1.86,0.35,26.87,587.79,82.06,0.66,17.94,27.09,"1,578.74",457.31,23.78,60.16,87.87,59.69,418.66,133.12,1.14,-32.23,-10.91,10.68,18.17,939.87,0.38,0.08,9.78,0.09,"4,718.22","4,195.80",0.10,"3,730.57",-0.78,-0.06,-3.66,-0.08,-12.88
